question_id,question_number,risk_level,risk_points,correct_options,option_count,correct_answer_count,average_correct_words,average_distractor_words,correct_vs_distractor_ratio,correct_vs_distractor_percent_longer,shortest_option_words,longest_option_words,option_length_ratio,correct_is_longest,correct_question_overlap,distractor_question_overlap,overlap_advantage,reasons_text,question_text
q-saa-246,246,CRITICAL,10,"A, B, C",6,3,6,3.33,1.8,80.0,3,8,2.67,True,0.0,0.0,0.0,Correct answer is at least 60% longer than the average distractor | Longest option is at least 2.5 times the shortest option | A correct answer is also the longest answer option,"A company wants to identify oversized EC2 instances, inefficient EBS configurations, idle load balancers, and unattached Elastic IP addresses. Which THREE AWS services or features provide the most useful cost-optimization information? (Select THREE.)"
q-saa-198,198,HIGH,9,A,4,1,24,14,1.71,71.43,13,24,1.85,True,0.533,0.338,0.195,Correct answer is at least 60% longer than the average distractor | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,"An enterprise uses AWS Organizations with 30 member accounts. The central Cloud Financial Management team wants to purchase Compute Savings Plans to lower compute costs across AWS Fargate, AWS Lambda, and Amazon EC2 instances across all accounts. The team needs to ensure that the baseline discounts apply automatically across all accounts in the Organization while maintaining central billing management. Which solution satisfies these billing requirements?"
q-saa-203,203,HIGH,9,B,4,1,28,16,1.75,75.0,15,28,1.87,True,0.25,0.037,0.213,Correct answer is at least 60% longer than the average distractor | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,"A research company stores 100 TB of genomic data in Amazon S3. Each week, hundreds of EC2 instances process the data concurrently by using existing Linux applications that expect a shared file-system interface. The workload requires high-throughput parallel access. S3 must remain the long-term data repository, and processing results must be exported back to S3 after each run. Which solution meets these requirements with the LEAST operational overhead?"
q-saa-69,69,HIGH,8,A,4,1,39,24,1.62,62.5,19,39,2.05,True,0.412,0.348,0.063,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A Lambda function in Account A must directly retrieve a secret stored in Secrets Manager in Account B. The function must not assume a role in Account B, and the company does not want to duplicate the secret. The secret is encrypted with a customer managed KMS key. Which configuration provides the required access?"
q-saa-152,152,HIGH,8,C,4,1,40,25.33,1.58,57.89,19,40,2.11,True,0.5,0.27,0.23,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,A company stores reporting files in an Amazon S3 bucket in Account A. The files are encrypted at rest using an AWS Key Management Service (AWS KMS) Customer Managed Key (CMK). Analytics application servers running in Account B must be granted permissions to download and decrypt these S3 objects. Which combination of permission configurations is required to grant cross-account access?
q-saa-160,160,HIGH,8,A,4,1,32,18.33,1.75,74.55,16,32,2.0,True,0.176,0.104,0.073,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A healthcare provider must comply with strict data sovereignty mandates requiring that no AWS infrastructure resources (e.g., EC2, RDS, S3) can be provisioned outside the us-east-1 and us-west-2 regions across all current and future accounts in the company's AWS Organization. The enforcement must be absolute, preventive, and operationalized automatically whenever new AWS accounts are joined to the Organization. Which solution fulfills this requirement with the LEAST administrative overhead?"
q-saa-180,180,HIGH,8,B,4,1,10,5.33,1.88,87.5,5,10,2.0,True,0.25,0.111,0.139,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,A high-traffic e-commerce database on Amazon RDS for MySQL is experiencing CPU utilization spikes above 90% caused by repetitive read queries for popular product catalog items. A solutions architect must improve read performance and reduce database CPU load with minimal application latency. Which AWS caching component should be added to the architecture?
q-saa-197,197,HIGH,8,A,4,1,21,13.33,1.57,57.5,8,21,2.62,True,0.462,0.475,-0.014,Correct answer is at least 35% longer than the average distractor | Longest option is at least 2.5 times the shortest option | A correct answer is also the longest answer option,"A scientific simulation platform runs stateless batch processing jobs on AWS. The jobs can be paused and resumed without losing progress, and processing capacity must scale dynamically up to 500 EC2 instances during execution runs. The company wants to achieve up to 90% cost savings compared to On-Demand pricing while ensuring the Auto Scaling group minimizes Spot Instance reclamation disruptions. Which EC2 Fleet setup fulfills these requirements?"
q-saa-212,212,HIGH,8,A,4,1,21,11.67,1.8,80.0,10,21,2.1,True,0.417,0.296,0.12,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"An S3 bucket should allow one partner role in an approved external account and all principals from the company AWS organization, but no other accounts. Which resource-policy design is MOST secure?"
q-saa-216,216,HIGH,8,"A, B",5,2,13.5,7.67,1.76,76.09,7,14,2.0,True,0.113,0.133,-0.021,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,A security team wants early detection and centralized remediation of public S3 buckets and security groups that allow unrestricted administrative ports across 40 accounts. Which TWO services should be configured? (Select TWO.)
q-saa-227,227,HIGH,8,A,4,1,17,9.67,1.76,75.86,8,17,2.12,True,0.2,0.208,-0.008,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,A company must process independent image jobs from an SQS queue. One malformed image can repeatedly crash a worker and delay other jobs. The company wants fault isolation with the LEAST application change. Which solution meets the requirements?
q-saa-238,238,HIGH,8,"A, B",5,2,19,12,1.58,58.33,9,20,2.22,True,0.275,0.074,0.201,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,A container platform runs latency-sensitive services on ECS. The company needs control over EC2 instance types for specialized networking and wants both task scaling and cluster-capacity scaling. Which TWO configurations meet these requirements? (Select TWO.)
q-saa-244,244,HIGH,8,A,4,1,21,11,1.91,90.91,9,21,2.33,True,0.091,0.2,-0.109,Correct answer is at least 60% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A company stores logs that are frequently read for 30 days, rarely read for the next 60 days, and retained for seven years with retrieval times up to 12 hours. Which lifecycle design is MOST cost-effective?"
q-saa-206,206,HIGH,7,A,4,1,23,14.67,1.57,56.82,13,23,1.77,True,0.357,0.169,0.188,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,A company must encrypt application secrets and rotate database credentials automatically. Applications run on ECS tasks and must retrieve the current value without storing long-term credentials in task definitions. Which solution has the LEAST operational overhead?
q-saa-220,220,HIGH,7,A,4,1,14,8.67,1.62,61.54,8,14,1.75,True,0.091,0.0,0.091,Correct answer is at least 60% longer than the average distractor | A correct answer is also the longest answer option,"A global application uses Application Load Balancers in two Regions. Users should normally use the Region with the lowest network latency. If one ALB has no healthy targets, DNS must stop returning it. Which solution meets the requirements with the LEAST operational effort?"
q-saa-223,223,HIGH,7,A,4,1,16,10,1.6,60.0,9,16,1.78,True,0.273,0.21,0.063,Correct answer is at least 60% longer than the average distractor | A correct answer is also the longest answer option,"A company runs Aurora PostgreSQL in one Region and needs a secondary Region for disaster recovery. The target RPO is measured in seconds and recovery time is measured in minutes, but zero data loss is not required. Which solution has the LEAST operational overhead?"
q-saa-232,232,HIGH,7,A,4,1,14,10,1.4,40.0,9,14,1.56,True,0.5,0.222,0.278,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option | Correct answer repeats more question wording than distractors,A Linux application runs on EC2 instances across three Availability Zones. All instances need concurrent access to the same elastic POSIX file system. Capacity should grow and shrink automatically. Which solution meets the requirements?
q-saa-234,234,HIGH,7,A,4,1,4,7.67,0.52,-47.83,4,10,2.5,False,0.5,0.067,0.433,Longest option is at least 2.5 times the shortest option | Correct answer repeats substantially more question wording than the distractors,"A read-heavy DynamoDB application needs microsecond response times. The application can be changed to use a cache-aware client, and eventual consistency is acceptable for cached reads. Which solution has the LEAST operational overhead?"
q-saa-63,63,MEDIUM,6,B,4,1,22,14.33,1.53,53.49,11,22,2.0,True,0.385,0.398,-0.013,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,A company serves private objects from an Amazon S3 bucket through CloudFront. Users must not be able to bypass CloudFront and access the bucket directly. The bucket policy must grant access only to one specific CloudFront distribution. Which configuration provides the strongest control?
q-saa-136,136,MEDIUM,6,"A, B",5,2,23.5,16.67,1.41,41.0,15,30,2.0,True,0.279,0.321,-0.042,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A security architect is designing a multi-account AWS environment for an enterprise using AWS Organizations. Security policy mandates enforcing central guardrails that prevent member account administrators from disabling CloudTrail or modifying security controls, while aggregating all audit logs into a central S3 bucket in a dedicated Log Archive account. Which TWO solutions fulfill this architecture? (Select TWO.)"
q-saa-147,147,MEDIUM,6,"A, B, C",6,3,14.33,9.33,1.54,53.57,8,16,2.0,True,0.275,0.206,0.07,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A security engineer is implementing zero-trust security controls for an enterprise application hosted on EC2 in private subnets. The application accesses S3 buckets, AWS Secrets Manager, and DynamoDB. The design must eliminate hardcoded credentials, ensure all AWS API network traffic remains on the private AWS backbone, and restrict outbound internet access. Which THREE controls enforce this security posture? (Select THREE.)"
q-saa-175,175,MEDIUM,6,A,4,1,24,16,1.5,50.0,12,24,2.0,True,0.273,0.186,0.087,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"An enterprise company must protect its Amazon EBS snapshots, Amazon RDS backups, and DynamoDB backups against ransomware attacks and unauthorized deletion by malicious internal actors. Security policy requires that once backups are taken, no IAM user, account administrator, or AWS account root user can delete or shorten the retention period of any backup for 365 days. Which AWS solution satisfies these stringent compliance and security requirements?"
q-saa-215,215,MEDIUM,6,A,4,1,16,11,1.45,45.45,8,16,2.0,True,0.4,0.381,0.019,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,A workload in private subnets must access Secrets Manager without NAT gateways or public IP addresses. The security team must restrict endpoint use to specific secrets and an application role. Which design meets the requirements?
q-saa-221,221,MEDIUM,6,"A, B",5,2,16.5,11.33,1.46,45.59,9,20,2.22,True,0.333,0.302,0.032,Correct answer is at least 35% longer than the average distractor | Longest option is at least twice the shortest option | A correct answer is also the longest answer option,"A payment workflow uses Step Functions Standard Workflows. A Lambda task can fail with transient service errors, but validation errors should go directly to manual review. The workflow must retry transient failures with increasing delays and capture exhausted failures without losing the original input. Which TWO state-machine features meet these requirements? (Select TWO.)"
q-saa-3,3,MEDIUM,5,B,4,1,18,12.33,1.46,45.95,10,18,1.8,True,0.125,0.126,-0.001,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An e-commerce site expects high spike traffic during promotional sales. Orders are placed by web frontend users, but fulfillment processing can be asynchronous. How should the architecture be designed to decouple components and prevent order loss during traffic bursts?"
q-saa-15,15,MEDIUM,5,B,4,1,6,4,1.5,50.0,4,6,1.5,True,0.0,0.167,-0.167,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An application needs to broadcast urgent system alerts simultaneously to multiple downstream subscribers: an SQS queue, an HTTPS webhook endpoint, and an AWS Lambda function. Which AWS service implements this fan-out messaging pattern?"
q-saa-20,20,MEDIUM,5,B,4,1,20,13.33,1.5,50.0,13,20,1.54,True,0.308,0.281,0.027,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,An enterprise manages hundreds of AWS accounts using AWS Organizations. The Security team requires a mechanism to centrally restrict specific AWS service API actions (such as preventing member accounts from disabling CloudTrail or deleting S3 buckets) across all member accounts. Which feature enforces this guardrail?
q-saa-22,22,MEDIUM,5,B,4,1,21,13.33,1.57,57.5,11,21,1.91,True,0.3,0.332,-0.032,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A company hosts an application on EC2 instances in private subnets across multiple AZs. The instances must download software updates from Amazon S3 and external internet repositories. Currently, traffic passes through a NAT Gateway in each AZ, generating high data processing charges. How can the company reduce NAT Gateway processing costs for S3 traffic?"
q-saa-34,34,MEDIUM,5,A,4,1,11,8,1.38,37.5,7,11,1.57,True,0.0,0.233,-0.233,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A media company hosts a high-traffic API on EC2 instances behind an Application Load Balancer. The API receives millions of identical GET requests for trending articles. What change reduces EC2 instance count and lowers compute costs?
q-saa-39,39,MEDIUM,5,"A, C",5,2,20.5,14.67,1.4,39.77,13,21,1.62,True,0.342,0.258,0.083,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A solutions architect is configuring a disaster recovery solution for a critical relational database running on Amazon Aurora MySQL. The company mandates low RTO and RPO across a secondary AWS Region 1,000 miles away. Which TWO steps configure this solution? (Select TWO.)"
q-saa-58,58,MEDIUM,5,B,4,1,28,20,1.4,40.0,17,28,1.65,True,0.25,0.248,0.002,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An enterprise with 50 member accounts in AWS Organizations requires a centralized log archive. API activity across all member accounts must be automatically logged into an S3 bucket in a dedicated Log Archive account. Member account administrators must be unable to disable the trail, and the delivered log files must be protected from deletion or overwrite by any user, including account root users. Which solution meets these requirements?"
q-saa-62,62,MEDIUM,5,B,4,1,2,3.33,0.6,-40.0,2,4,2.0,False,0.5,0.0,0.5,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"A software application needs to encrypt large multi-gigabyte files locally before uploading them to storage. The application calls AWS KMS to obtain a plaintext data encryption key (DEK) and an encrypted DEK, encrypts the file locally using the plaintext DEK, and discards the plaintext DEK from memory. What is this encryption pattern called?"
q-saa-67,67,MEDIUM,5,A,4,1,28,17.67,1.58,58.49,16,28,1.75,True,0.4,0.403,-0.003,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,Account A needs to grant Account B read access to an Amazon S3 bucket without requiring users in Account B to switch IAM roles via AssumeRole. Which resource-based policy configuration allows users in Account B to access Account A S3 bucket directly?
q-saa-70,70,MEDIUM,5,B,4,1,17,12.33,1.38,37.84,11,17,1.55,True,0.286,0.15,0.136,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A security engineer needs to capture IP traffic flowing through network interfaces in private subnets across multiple VPCs for security auditing and forensic investigation. Log files must be delivered to an Amazon S3 bucket for long-term retention. Which feature provides this network log capture?
q-saa-75,75,MEDIUM,5,B,4,1,5,3.33,1.5,50.0,3,5,1.67,True,0.0,0.167,-0.167,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A company needs to connect its VPC to a third-party SaaS provider hosted on AWS. The network connection must be private, unidirectional (preventing SaaS provider from initiating connections into the company VPC), and avoid overlapping IP CIDR range conflicts. Which technology satisfies this design?"
q-saa-79,79,MEDIUM,5,A,4,1,29,19.67,1.47,47.46,18,29,1.61,True,0.182,0.185,-0.003,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A financial API hosted on Amazon API Gateway must authenticate partner applications using Mutual TLS (mTLS) to verify client-side X.509 digital certificates. What requirement must be configured on API Gateway for mTLS support?
q-saa-80,80,MEDIUM,5,B,4,1,28,17.67,1.58,58.49,16,28,1.75,True,0.222,0.2,0.023,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A global enterprise runs a critical web application in primary (us-east-1) and secondary (us-west-2) AWS Regions. The architecture uses Route 53 Application Recovery Controller (ARC). During a major regional outage in us-east-1, how does Route 53 ARC execute a reliable failover to us-west-2?"
q-saa-81,81,MEDIUM,5,B,4,1,4,4.67,0.86,-14.29,3,6,2.0,False,0.667,0.167,0.5,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"A company configures bi-directional S3 Cross-Region Replication (CRR) between an S3 bucket in us-east-1 and a replica S3 bucket in eu-west-1. The security team mandates that any metadata modifications (such as Object Tags, ACLs, or Object Lock settings) applied to replica objects in the destination bucket must automatically sync back to the source objects in the primary bucket. Which S3 Replication feature fulfills this requirement?"
q-saa-88,88,MEDIUM,5,A,4,1,3,3,1.0,0.0,2,4,2.0,False,0.333,0.0,0.333,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"An Application Load Balancer distributes web requests across 4 EC2 instances in Availability Zone A and 1 EC2 instance in Availability Zone B. Traffic arriving at AZ A is heavy, overloading the single instance in AZ B. What ELB feature ensures traffic is distributed evenly across all 5 instances regardless of their AZ?"
q-saa-93,93,MEDIUM,5,B,4,1,5,3.33,1.5,50.0,3,5,1.67,True,0.25,0.389,-0.139,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An event-driven microservices order application processes events via Amazon EventBridge. A bug in a deployment caused processed order events to be dropped for 2 hours. After deploying a code fix, the team needs to re-process the exact events that occurred during those 2 hours. Which EventBridge feature enables re-processing past events?"
q-saa-99,99,MEDIUM,5,B,4,1,37,27,1.37,37.04,26,37,1.42,True,0.19,0.185,0.006,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A company relies on a 1 Gbps AWS Direct Connect connection for hybrid connectivity. To ensure business continuity during an unexpected Direct Connect outage, the company needs a backup network connection that automatically takes over traffic if Direct Connect fails. What is the most resilient, cost-effective backup option?"
q-saa-103,103,MEDIUM,5,B,4,1,3,6.67,0.45,-55.0,3,9,3.0,False,0.667,0.389,0.278,Longest option is at least 2.5 times the shortest option | Correct answer repeats more question wording than distractors,"A Kubernetes cluster on Amazon EKS runs worker nodes across multiple Availability Zones using EC2 Auto Scaling groups. During peak traffic, pods enter a Pending state due to insufficient CPU and memory capacity across existing nodes. Which component automatically scales out the underlying EC2 Auto Scaling groups to add worker nodes for pending pods?"
q-saa-114,114,MEDIUM,5,A,4,1,22,16,1.38,37.5,15,22,1.47,True,0.231,0.236,-0.005,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A data analyst needs to run ad-hoc SQL queries on 10 TB of unorganized JSON log files stored in Amazon S3. To optimize query performance and reduce data scanned (lowering query cost), how should the data be converted and structured before querying with Amazon Athena?"
q-saa-117,117,MEDIUM,5,B,4,1,3,2,1.5,50.0,2,3,1.5,True,0.0,0.0,0.0,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A security operations team requires full-text search indexing and real-time visualization of application access logs. The logs are indexed rapidly for search queries using Kibana dashboards. Which AWS service provides managed full-text search and log analytics?
q-saa-129,129,MEDIUM,5,"A, B",5,2,5,4,1.25,25.0,3,6,2.0,True,0.417,0.0,0.417,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"A Finance team needs to prevent unexpected AWS cloud cost overruns. The team wants to set custom cost thresholds that trigger email alerts when monthly forecast spend exceeds $50,000, and automatically identify anomalous cost spikes across services. Which TWO AWS Cost Management tools should be configured? (Select TWO.)"
q-saa-130,130,MEDIUM,5,"A, B",5,2,4.5,3.33,1.35,35.0,2,6,3.0,True,0.2,0.0,0.2,Longest option is at least 2.5 times the shortest option | Correct answer repeats more question wording than distractors,"A Cloud Financial Operations (FinOps) team wants to audit an existing AWS infrastructure footprint to identify over-provisioned EC2 instances, unattached Elastic IP addresses, and idle EBS volumes. Which TWO services/features provide actionable resource rightsizing and cost optimization recommendations? (Select TWO.)"
q-saa-132,132,MEDIUM,5,"A, B",5,2,19,14,1.36,35.71,13,19,1.46,True,0.333,0.321,0.012,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A database administrator manages multiple Amazon RDS MySQL DB instances attached to General Purpose SSD (gp2) EBS storage volumes. Storage volume sizes were over-provisioned purely to obtain higher baseline IOPS. Which TWO modifications reduce storage costs while maintaining or improving IOPS performance? (Select TWO.)
q-saa-139,139,MEDIUM,5,"A, B",5,2,5.5,4,1.38,37.5,4,6,1.5,True,0.0,0.0,0.0,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A startup is building a serverless REST API that expects variable traffic with zero traffic at night. The solution must incur zero infrastructure cost when idle, scale automatically to thousands of requests per second, and persist JSON user profiles with low-latency reads and writes. Which TWO AWS serverless services should be chosen? (Select TWO.)"
q-saa-144,144,MEDIUM,5,"A, B, C",6,3,16.33,11.67,1.4,40.0,9,17,1.89,True,0.028,0.143,-0.115,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A solutions architect is designing a secure, high-availability 3-tier web application architecture in a single AWS Region. The architecture must segregate tiers, protect against public internet exposure, and enforce principle of least privilege. Which THREE design choices should be implemented? (Select THREE.)"
q-saa-158,158,MEDIUM,5,B,4,1,28,18.67,1.5,50.0,17,28,1.65,True,0.231,0.308,-0.077,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A Software-as-a-Service (SaaS) vendor hosts a centralized data processing service in a provider VPC. Multiple corporate customers need to connect their client VPCs to the SaaS provider service. Some customer VPCs have overlapping IPv4 CIDR blocks with the provider VPC. The connection must be secure, strictly unidirectionally initiated from the customer VPCs, and must not route over the public internet. Which architecture satisfies these requirements?"
q-saa-164,164,MEDIUM,5,B,4,1,3,3,1.0,0.0,2,4,2.0,False,0.5,0.167,0.333,Longest option is at least twice the shortest option | Correct answer repeats substantially more question wording than the distractors,"A fintech application handles mission-critical payment processing on AWS. The infrastructure team must implement a continuous threat protection solution that offers 24/7 access to the AWS Shield Response Team (SRT), automatic Layer 7 DDoS mitigation on CloudFront and Application Load Balancers, and financial protection against scaling cost spikes caused by volumetric DDoS attacks. Which AWS service meets these exact operational and business requirements?"
q-saa-165,165,MEDIUM,5,"A, B",5,2,24,15.67,1.53,53.19,13,25,1.92,True,0.117,0.222,-0.105,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"An enterprise company contracts a third-party security auditing firm to perform read-only compliance assessments on S3 buckets in Account A. The auditing firm uses an automated tool hosted in their own AWS account (Account B). The solution must adhere to the principle of least privilege, prevent confused deputy attacks, and ensure the third-party auditors cannot escalate permissions inside Account A. Which combination of steps should the solutions architect take? (Select TWO.)"
q-saa-168,168,MEDIUM,5,A,4,1,30,19,1.58,57.89,18,30,1.67,True,0.2,0.18,0.02,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,"A logistics enterprise is decoupling its core microservices backend. When a shipping package changes status, an order management event is published. Multiple independent downstream systems (Inventory, Billing, Customer Notifications, Data Warehouse) must receive this status change event simultaneously. If one downstream system experiences an outage, it must not impact event delivery to the other systems. Which architectural pattern provides the MOST resilient, loosely coupled fan-out design?"
q-saa-193,193,MEDIUM,5,A,4,1,21,13.33,1.57,57.5,11,21,1.91,True,0.231,0.465,-0.234,Correct answer is at least 35% longer than the average distractor | A correct answer is also the longest answer option,A data analytics application runs on a fleet of Amazon EC2 instances spread across two Availability Zones (us-east-1a and us-east-1b). The application instances transfer hundreds of terabytes of data daily between nodes using public IP addresses. Cost Explorer analysis reveals high data transfer charges listed under 'Inter-Region / Inter-AZ Data Transfer'. Which architectural change will REDUCE data transfer costs MOST effectively?
